,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,MANUFACTURER,BRAND,BARCODE
102221,Snacks,,,,MARS WRIGLEY,3 MUSKETEERS,UNKNOWN_102221
102401,Health & Wellness,Hair Removal,Waxing & Strips,,RECKITT BENCKISER,VEET,UNKNOWN_102401
102535,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Heartburn & Antacids Medicines & Treatments,SANOFI AVENTIS US LLC,ZANTAC 360,UNKNOWN_102535
102564,Health & Wellness,Hair Care,Shampoo,,HENKEL,JOICO,UNKNOWN_102564
102684,Snacks,Candy,Chocolate Candy,,FERRERO GROUP,OH HENRY,UNKNOWN_102684
102740,Health & Wellness,Bath & Body,Hand & Body Lotions,,PROCTER & GAMBLE,OLD SPICE,UNKNOWN_102740
102929,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,GOLD BOND,UNKNOWN_102929
103298,Health & Wellness,Hair Care,Hair Styling Products,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_103298
103494,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,HALEON,EMERGEN-C,UNKNOWN_103494
103629,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,PROCTER & GAMBLE,ALIGN,UNKNOWN_103629
103630,Snacks,Candy,Chocolate Candy,,THE HERSHEY COMPANY,5TH AVENUE,UNKNOWN_103630
103793,Snacks,Candy,,,MARS WRIGLEY,3 MUSKETEERS,UNKNOWN_103793
103817,Health & Wellness,Skin Care,Eye Creams,,COTY,ORVEDA,UNKNOWN_103817
104253,Snacks,Chips,,,PEPSICO,HILO LIFE,UNKNOWN_104253
104259,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,,BAYER,MATY’S,UNKNOWN_104259
104510,Snacks,,,,CARIBOU COFFEE,CARIBOU COFFEE,UNKNOWN_104510
104915,Health & Wellness,Hair Removal,,,,,UNKNOWN_104915
105156,Health & Wellness,Hair Removal,After Shave,,COTY,JOOP! FRAGRANCE & BODY CARE,UNKNOWN_105156
105175,Health & Wellness,Foot Care,,,,,UNKNOWN_105175
105349,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,SWEETARTS,UNKNOWN_105349
105902,Health & Wellness,Medicines & Treatments,Prescription Medications,,,,UNKNOWN_105902
106251,Health & Wellness,Topical Muscle & Joint Relief Treatments,,,NEWELL BRANDS,SUNBEAM,UNKNOWN_106251
106724,Health & Wellness,Deodorant & Antiperspirant,Gender Neutral Deodorant & Antiperspirant,,,,UNKNOWN_106724
106748,Snacks,Snack Bars,Performance & Protein Bars,,MARS FOOD,KIND,UNKNOWN_106748
106901,Snacks,,,,MATERNE NORTH AMERICA,GOGO SQUEEZ,UNKNOWN_106901
107369,Health & Wellness,,,,L'OREAL,LA ROCHE-POSAY,UNKNOWN_107369
107448,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,,SANOFI AVENTIS US LLC,ACT,UNKNOWN_107448
107531,Snacks,Crackers,Butter Crackers,,KELLANOVA,TOWN HOUSE,UNKNOWN_107531
107593,Snacks,Cookies,,,THE JM SMUCKER COMPANY,VOORTMAN,UNKNOWN_107593
107606,Health & Wellness,Hair Care,Shampoo & Conditioner Combinations,,PROCTER & GAMBLE,OLD SPICE,UNKNOWN_107606
108660,Health & Wellness,Hair Care,Hair Styling Products,,HENKEL,BETTER NATURED,UNKNOWN_108660
108782,Snacks,Snack Cakes,Muffin Snack Cakes,,FLOWERS FOODS,TASTYKAKE,UNKNOWN_108782
109147,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,KYLIE SKIN,UNKNOWN_109147
109908,Snacks,,,,GENERAL MILLS,RATIO,UNKNOWN_109908
110031,Health & Wellness,Bath & Body,Body Wash,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_110031
110102,Health & Wellness,,,,BAUSCH + LOMB CORPORATION,THERA°PEARL,UNKNOWN_110102
110253,Health & Wellness,Bath & Body,Hand & Body Lotions,,"BEIERSDORF, INC.",EUCERIN,UNKNOWN_110253
110503,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,COTY,SKKN,UNKNOWN_110503
110504,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,HALEON,BENEFIBER,UNKNOWN_110504
110543,Snacks,Pretzels,Traditional Pretzels,,GENERAL MILLS,CHEX MIX,UNKNOWN_110543
110673,Health & Wellness,,,,PROCTER & GAMBLE,ALIGN,UNKNOWN_110673
110900,Health & Wellness,,,,"BEIERSDORF, INC.",COPPERTONE,UNKNOWN_110900
110978,Health & Wellness,,,,UNILEVER,RE-FRESH SCALP CARE,UNKNOWN_110978
110982,Snacks,Pudding & Gelatin,Ready-to-Eat Pudding,,MATERNE NORTH AMERICA,GOGO SQUEEZ,UNKNOWN_110982
111029,Snacks,,,,PEPSICO,OFF THE EATEN PATH,UNKNOWN_111029
111066,Health & Wellness,Skin Care,,,UNILEVER,NEXXUS,UNKNOWN_111066
111366,Snacks,Snack Bars,Granola Bars,,MARS FOOD,KIND,UNKNOWN_111366
111442,Health & Wellness,Skin Care,,,"BEIERSDORF, INC.",LA PRAIRIE,UNKNOWN_111442
111594,Health & Wellness,Hair Care,,,COTY,KYLIE SKIN,UNKNOWN_111594
111799,Health & Wellness,Hair Care,,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_111799
112711,Health & Wellness,,,,ABBOTT,OSMOLITE,UNKNOWN_112711
112867,Snacks,Candy,Chocolate Candy,,THE HERSHEY COMPANY,HERSHEY'S WHOPPERS,UNKNOWN_112867
